zone_id,latitude,longitude,Predicted_Leak,flowrate_lps,leak_pressure_psi,timestamp,usage_difference,water_consumed_litres,water_supplied_litres,Dummy_Leak
Zone-6,21.273832,81.621739,0,0.103,20.97,2025-06-16 08:25:54,413.488,8466.368,8879.856,No
Zone-5,21.253973,81.617066,0,0.039,10.03,2025-10-06 04:04:46,288.59,18696.554,18985.144,No
Zone-2,21.245106,81.61169,0,0.128,15.16,2025-04-08 07:48:38,277.081,4464.773,4741.853,No
Zone-10,21.244676,81.632318,0,0.073,12.99,2025-01-20 07:49:12,243.463,4848.797,5092.26,No
Zone-11,21.254803,81.597717,0,0.128,28.41,2025-11-03 06:48:24,152.691,8004.269,8156.961,No
Zone-11,21.257272,81.605289,0,0.081,14.52,2025-02-07 13:33:09,11.279,3403.639,3414.918,No
Zone-5,21.25819,81.614126,0,0.143,14.05,2025-03-07 17:34:24,467.975,13494.299,13962.274,No
Zone-3,21.271353,81.650597,0,0.113,26.08,2025-07-21 20:26:02,1197.817,22691.004,23888.822,No
Zone-6,21.282443,81.621393,0,0.128,19.34,2025-04-12 09:53:11,174.912,593.596,768.508,No
Zone-8,21.235179,81.630299,0,0.094,17.04,2025-06-05 09:48:35,-97.993,30940.981,30842.987,No
Zone-4,21.227606,81.63892,0,0.08,27.67,2025-02-23 15:16:30,237.934,7103.987,7341.922,No
Zone-6,21.283687,81.619115,0,0.089,22.53,2025-03-18 22:51:54,513.278,7778.192,8291.47,No
Zone-4,21.231668,81.636061,0,0.007,18.16,2025-01-21 00:21:22,-32.645,3297.107,3264.462,No
Zone-9,21.270194,81.614336,0,0.003,19.49,2025-04-09 03:41:29,125.444,9755.57,9881.013,No
Zone-7,21.255366,81.600186,0,0.138,19.93,2025-01-25 05:36:45,513.115,13244.945,13758.06,No
Zone-11,21.259938,81.596077,1,5.163,72.51,2025-07-10 23:13:02,17481.745,0.0,17481.745,No
Zone-2,21.238958,81.61804,0,0.114,13.67,2025-08-29 23:03:42,235.629,11874.318,12109.947,No
Zone-3,21.273139,81.65484,0,0.034,23.93,2025-09-23 00:11:11,116.875,6145.325,6262.2,No
Zone-9,21.271091,81.616105,0,7.502,93.1,2025-07-02 06:05:23,13482.956,0.0,13482.956,Yes
Zone-5,21.25249,81.61163,0,0.079,17.69,2025-10-19 23:16:18,42.641,1072.585,1115.226,No
Zone-8,21.236436,81.635337,0,0.082,14.28,2025-01-13 07:47:25,363.134,11953.545,12316.678,No
Zone-7,21.246813,81.597436,0,0.082,18.17,2025-07-18 11:06:31,-130.887,26510.295,26379.407,No
Zone-6,21.275843,81.616527,0,0.093,13.29,2025-08-15 00:13:07,93.14,1120.163,1213.302,No
Zone-12,21.237141,81.657085,0,0.065,12.38,2025-01-20 01:07:31,396.261,5568.891,5965.152,No
Zone-10,21.247089,81.641198,0,0.13,16.63,2025-03-17 18:14:56,566.836,21460.37,22027.206,No
Zone-4,21.241204,81.641965,0,0.096,14.59,2025-01-20 03:25:30,620.554,2108.472,2729.026,No
Zone-7,21.245947,81.606416,1,8.94,95.3,2025-06-07 13:56:35,18028.02,0.0,18028.02,Yes
Zone-10,21.24518,81.645463,0,0.023,14.75,2025-06-24 05:44:24,-80.444,8124.869,8044.425,No
Zone-4,21.232757,81.639418,0,0.029,28.16,2025-03-26 05:24:38,548.075,23470.557,24018.632,No
Zone-10,21.248753,81.645838,1,1.611,61.17,2025-02-04 19:04:57,2430.236,2004.195,4434.43,No
Zone-2,21.245054,81.617303,0,0.003,10.56,2025-03-11 19:35:26,-36.651,16008.016,15971.365,No
Zone-4,21.229702,81.641374,1,0.691,50.78,2025-04-18 13:31:32,4670.586,14048.25,18718.836,No
Zone-12,21.233127,81.650189,0,0.067,15.08,2025-02-25 18:13:59,310.632,4309.705,4620.337,No
Zone-3,21.269138,81.652517,0,0.045,28.61,2025-03-09 20:27:35,868.616,17598.056,18466.672,No
Zone-10,21.247636,81.638756,0,0.094,12.26,2025-06-05 06:23:23,314.643,11372.231,11686.874,No
Zone-10,21.240518,81.641981,0,0.01,24.47,2025-10-08 01:24:14,27.692,6359.161,6386.852,No
Zone-10,21.240874,81.647673,0,0.109,16.29,2025-09-13 14:01:21,53.063,3579.207,3632.27,No
Zone-9,21.270342,81.608887,0,0.139,16.65,2025-09-15 21:48:31,274.457,9335.23,9609.687,No
Zone-11,21.261242,81.595539,1,1.006,62.73,2025-11-01 10:22:55,4669.275,2122.643,6791.918,No
Zone-7,21.250657,81.613785,0,0.021,21.38,2025-07-24 07:28:21,-4.215,3861.12,3856.905,No
Zone-12,21.244431,81.657266,0,0.025,24.35,2025-09-07 05:01:32,1324.395,33062.414,34386.809,No
Zone-1,21.264481,81.631901,0,0.038,25.27,2025-09-30 22:59:29,-19.177,3018.691,2999.513,No
Zone-9,21.264647,81.612116,0,0.114,17.16,2025-04-24 08:36:29,1281.155,19055.289,20336.444,No
Zone-3,21.279776,81.654722,0,0.021,23.55,2025-01-28 16:01:54,198.837,12115.252,12314.089,No
Zone-2,21.246788,81.624148,0,0.111,25.62,2025-03-04 21:56:40,277.272,13645.621,13922.893,No
Zone-1,21.262924,81.631469,0,0.136,12.81,2025-08-17 00:52:20,794.266,28299.232,29093.498,No
Zone-1,21.262785,81.627208,0,0.094,11.64,2025-10-08 10:23:08,595.506,17233.19,17828.696,No
Zone-5,21.256869,81.617459,0,0.053,12.36,2025-07-01 08:20:29,318.871,20409.048,20727.919,No
Zone-1,21.262383,81.634346,0,0.108,19.8,2025-10-28 11:02:33,823.393,16274.826,17098.219,No
Zone-5,21.245792,81.61439,0,0.022,21.09,2025-06-20 16:56:20,202.97,8757.838,8960.809,No
Zone-5,21.251453,81.610304,0,0.029,28.28,2025-07-01 09:09:47,268.492,3753.605,4022.097,No
Zone-2,21.245608,81.61753,0,0.128,19.43,2025-10-18 01:25:08,530.975,20811.625,21342.6,No
Zone-3,21.275898,81.651335,0,0.024,17.63,2025-01-05 23:10:21,-279.42,28221.434,27942.014,No
Zone-5,21.25823,81.606694,0,0.098,11.06,2025-03-18 00:12:08,33.89,1330.726,1364.617,No
Zone-10,21.248499,81.64371,0,0.0,13.8,2025-02-27 08:27:00,-39.139,3953.023,3913.884,No
Zone-5,21.263834,81.620224,0,0.124,26.46,2025-10-05 08:16:45,184.351,2886.617,3070.968,No
Zone-10,21.249922,81.64711,0,0.122,22.12,2025-10-01 07:35:55,231.272,4582.508,4813.78,No
Zone-6,21.281599,81.617395,0,0.11,20.84,2025-06-19 11:29:08,1307.502,21992.496,23299.998,No
Zone-6,21.281031,81.621494,0,0.068,24.73,2025-07-24 16:29:15,196.117,6072.866,6268.982,No
Zone-3,21.27525,81.651202,0,0.042,17.6,2025-04-11 07:09:15,409.286,8260.835,8670.12,No
Zone-9,21.273435,81.612172,0,0.07,13.12,2025-03-09 18:49:11,631.563,13411.891,14043.453,No
Zone-7,21.249366,81.596366,0,0.044,16.21,2025-10-23 23:57:24,880.317,20531.947,21412.264,No
Zone-4,21.230265,81.64314,0,0.091,22.19,2025-10-04 14:10:37,1461.822,16193.076,17654.898,No
Zone-5,21.256809,81.613087,0,0.053,19.32,2025-04-07 13:37:07,760.431,14762.681,15523.112,No
Zone-1,21.263678,81.627709,0,0.065,12.38,2025-02-25 09:59:08,281.106,7350.426,7631.532,No
Zone-7,21.253036,81.59927,1,6.999,109.38,2025-06-11 21:25:36,23258.146,0.0,23258.146,Yes
Zone-4,21.227065,81.640144,0,0.136,23.38,2025-03-10 07:22:57,838.471,28309.919,29148.389,No
Zone-11,21.261359,81.605594,0,0.116,27.82,2025-06-27 02:12:16,599.687,15624.256,16223.942,No
Zone-3,21.275186,81.643685,0,0.036,27.82,2025-09-23 02:50:30,9.31,1762.969,1772.279,No
Zone-6,21.280589,81.621718,0,0.041,18.18,2025-05-23 07:24:11,197.09,10019.04,10216.13,No
Zone-9,21.26863,81.606648,0,0.085,20.49,2025-03-01 16:41:14,394.156,11524.362,11918.517,No
Zone-5,21.255671,81.613421,0,0.07,20.23,2025-09-29 08:07:52,562.895,13325.578,13888.473,No
Zone-8,21.239155,81.622031,0,0.112,18.38,2025-10-27 00:36:51,306.112,10568.566,10874.678,No
Zone-3,21.282197,81.652436,1,1.527,70.72,2025-09-27 01:47:21,11577.887,21903.867,33481.755,No
Zone-7,21.25175,81.601998,0,0.143,28.9,2025-01-31 16:30:45,581.255,2380.61,2961.865,No
Zone-3,21.277277,81.650955,0,0.106,11.35,2025-04-16 21:51:35,251.703,6062.445,6314.148,No
Zone-10,21.248783,81.646277,0,0.142,28.72,2025-10-01 15:37:10,101.348,238.575,339.923,No
Zone-1,21.269982,81.629662,0,0.113,20.34,2025-04-27 22:36:31,510.834,4444.847,4955.681,No
Zone-2,21.242742,81.616419,0,0.098,10.9,2025-07-26 08:00:46,753.309,20984.086,21737.396,No
Zone-7,21.247973,81.605959,0,0.09,16.55,2025-08-27 19:29:58,545.761,14015.25,14561.011,No
Zone-1,21.270209,81.628206,0,0.116,25.22,2025-06-14 15:48:49,570.415,16653.571,17223.986,No
Zone-7,21.25032,81.610606,0,0.044,16.1,2025-09-03 03:53:40,-96.406,20315.783,20219.378,No
Zone-7,21.247206,81.601518,0,0.091,23.46,2025-07-09 17:52:32,586.422,7653.38,8239.803,No
Zone-6,21.282758,81.619363,0,0.021,17.17,2025-05-07 07:05:45,619.824,17134.168,17753.992,No
Zone-3,21.275006,81.641249,0,0.031,13.74,2025-10-19 04:25:20,560.499,15595.521,16156.019,No
Zone-2,21.241608,81.614655,0,0.118,14.75,2025-01-13 12:17:13,587.629,17088.563,17676.193,No
Zone-3,21.273389,81.646972,1,3.843,56.28,2025-09-19 18:21:45,367.747,0.0,367.747,No
Zone-7,21.253766,81.606713,1,2.43,65.14,2025-10-09 13:23:17,10651.834,1094.275,11746.109,No
Zone-3,21.271068,81.644958,0,0.019,25.93,2025-02-09 21:18:36,130.878,16579.234,16710.112,No
Zone-3,21.273649,81.654306,0,0.075,26.73,2025-01-02 16:01:32,499.179,5297.531,5796.71,No
Zone-11,21.255336,81.59725,0,0.083,29.86,2025-01-31 07:46:34,561.653,8745.665,9307.318,No
Zone-11,21.25836,81.599767,0,0.059,19.93,2025-08-19 19:09:42,115.97,1078.039,1194.01,No
Zone-12,21.236613,81.651926,0,0.133,22.4,2025-10-24 07:53:46,992.042,13818.152,14810.194,No
Zone-11,21.25578,81.609295,1,2.888,53.77,2025-10-08 14:39:28,6466.631,0.0,6466.631,No
Zone-4,21.229538,81.641902,0,0.102,12.73,2025-02-04 13:19:18,-2.069,18892.964,18890.895,No
Zone-10,21.246051,81.6392,0,0.037,17.57,2025-04-06 10:52:48,435.013,28295.879,28730.891,No
Zone-8,21.226781,81.626439,0,0.116,18.87,2025-03-29 14:15:51,1423.953,18206.741,19630.693,No
Zone-7,21.255472,81.600325,0,0.086,13.23,2025-02-08 05:33:23,918.959,14859.013,15777.972,No
Zone-3,21.274217,81.644225,0,0.061,27.33,2025-05-09 22:53:53,87.561,2558.421,2645.982,No
Zone-10,21.259411,81.645166,0,0.023,14.21,2025-03-01 07:43:31,-146.262,14772.441,14626.179,No
Zone-11,21.260861,81.600976,0,0.033,26.81,2025-06-13 18:59:46,234.488,8457.472,8691.96,No
Zone-3,21.267967,81.647369,0,0.109,14.74,2025-01-05 12:08:43,133.023,4088.557,4221.58,No
Zone-12,21.234834,81.656163,0,0.043,28.54,2025-08-19 14:43:17,269.611,6992.575,7262.186,No
Zone-5,21.258395,81.614742,0,0.064,21.74,2025-01-27 05:39:04,443.716,10760.576,11204.292,No
Zone-11,21.260793,81.610752,1,1.043,47.88,2025-11-01 14:55:01,3601.178,3856.718,7457.897,No
Zone-10,21.250463,81.641491,0,0.008,19.93,2025-09-01 04:28:09,55.918,3363.108,3419.026,No
Zone-11,21.251293,81.601576,0,0.054,29.71,2025-07-21 05:32:19,-90.783,9169.086,9078.303,No
Zone-2,21.241828,81.61401,0,0.084,23.27,2025-06-18 02:26:05,905.019,13813.952,14718.971,No
Zone-10,21.243647,81.649858,0,0.048,11.5,2025-10-13 12:40:24,393.921,10742.881,11136.803,No
Zone-4,21.226442,81.636737,0,0.119,20.05,2025-10-01 15:05:07,167.424,5741.032,5908.456,No
Zone-7,21.238265,81.610342,0,0.064,29.19,2025-03-28 13:34:17,-81.471,20588.778,20507.308,No
Zone-1,21.272551,81.627096,0,0.094,11.68,2025-05-12 05:08:24,772.714,13578.019,14350.733,No
Zone-3,21.281147,81.646754,1,6.078,102.39,2025-06-26 04:36:39,2980.457,0.0,2980.457,Yes
Zone-1,21.262953,81.634308,0,0.033,12.26,2025-03-18 06:07:26,75.426,804.698,880.124,No
Zone-10,21.240076,81.637682,0,0.071,28.91,2025-10-14 04:34:21,10.842,2408.595,2419.436,No
Zone-6,21.276534,81.625166,0,0.055,18.36,2025-07-21 09:03:56,21.873,2000.243,2022.116,No
Zone-5,21.261916,81.621288,0,0.054,24.73,2025-11-02 03:29:27,1006.315,31005.128,32011.443,No
Zone-10,21.249779,81.648579,0,0.064,22.9,2025-02-25 13:57:13,386.183,7350.535,7736.718,No
Zone-4,21.223514,81.634641,0,0.128,25.13,2025-05-09 06:16:27,1099.125,14483.633,15582.757,No
Zone-1,21.262902,81.633957,0,0.108,27.11,2025-05-09 07:49:00,145.655,3827.666,3973.321,No
Zone-8,21.242975,81.631778,0,0.006,20.93,2025-05-22 08:30:24,75.88,4458.91,4534.79,No
Zone-3,21.274887,81.644403,0,0.025,15.24,2025-08-25 16:04:24,32.546,6286.659,6319.205,No
Zone-10,21.247879,81.639827,1,0.075,10.24,2025-01-10 23:20:24,505.839,10682.212,11188.051,No
Zone-8,21.233644,81.63148,1,3.174,31.0,2025-04-10 03:49:02,19872.247,7416.912,27289.159,No
Zone-2,21.242438,81.619434,0,0.134,23.09,2025-04-21 05:04:51,835.294,22594.281,23429.575,No
Zone-9,21.267066,81.607098,0,0.039,28.56,2025-01-17 21:16:54,65.293,10665.372,10730.665,No
Zone-8,21.234439,81.632598,0,0.002,17.1,2025-03-26 08:52:01,-41.827,4224.532,4182.705,No
Zone-8,21.232166,81.623945,0,0.091,16.19,2025-03-03 19:27:33,671.261,16490.35,17161.612,No
Zone-4,21.228852,81.639823,0,0.061,23.09,2025-03-21 20:54:20,382.517,1835.856,2218.374,No
Zone-6,21.283805,81.622108,0,0.007,22.45,2025-03-03 03:09:38,71.45,4454.344,4525.794,No
Zone-11,21.260378,81.59388,0,0.032,21.77,2025-02-04 13:17:57,662.492,17636.958,18299.45,No
Zone-5,21.25789,81.611623,1,5.281,61.93,2025-05-18 21:51:22,1221.474,0.0,1221.474,No
Zone-8,21.230486,81.625484,0,0.034,15.02,2025-01-11 10:09:10,62.151,1331.12,1393.271,No
Zone-9,21.267171,81.610299,1,6.652,89.99,2025-06-22 18:15:19,7758.312,0.0,7758.312,Yes
Zone-3,21.273285,81.650663,0,0.062,12.77,2025-01-25 00:42:16,-181.962,18378.166,18196.204,No
Zone-6,21.273608,81.626014,0,1.727,30.3,2025-04-01 08:26:36,1040.0,0.0,1040.0,No
Zone-10,21.249715,81.637463,1,0.077,24.62,2025-08-21 01:53:18,437.187,2454.848,2892.036,No
Zone-12,21.241988,81.653027,0,0.15,18.25,2025-04-11 05:14:27,793.437,8278.409,9071.846,No
Zone-9,21.272001,81.613413,0,0.079,14.64,2025-07-26 15:29:27,628.227,3709.86,4338.087,No
Zone-8,21.239045,81.632987,0,0.117,22.12,2025-09-12 06:47:08,80.252,1032.761,1113.013,No
Zone-12,21.242166,81.65302,0,0.089,10.69,2025-09-16 04:18:59,914.881,11464.959,12379.84,No
Zone-5,21.254366,81.611328,0,0.136,21.34,2025-06-23 04:14:10,738.499,5901.626,6640.125,No
Zone-10,21.241621,81.64816,0,0.121,11.21,2025-11-02 00:03:55,171.204,3440.274,3611.478,No
Zone-4,21.234378,81.643486,0,0.049,17.4,2025-02-02 18:39:18,226.883,1354.018,1580.901,No
Zone-6,21.279723,81.621061,0,0.005,10.38,2025-11-06 17:24:28,-31.992,9142.572,9110.581,No
Zone-2,21.239501,81.620305,0,0.109,10.22,2025-02-15 06:28:14,205.966,3040.812,3246.778,No
Zone-12,21.240155,81.654248,0,0.023,25.08,2025-01-02 10:16:15,536.871,14221.792,14758.662,No
Zone-9,21.273635,81.608368,0,0.04,25.34,2025-02-06 07:02:41,380.717,13469.875,13850.591,No
Zone-6,21.282256,81.621405,0,0.015,20.97,2025-07-19 01:05:14,188.081,31067.115,31255.196,No
Zone-4,21.226487,81.643276,0,0.035,15.3,2025-06-05 11:11:00,-25.014,8407.36,8382.346,No
Zone-10,21.248226,81.636588,0,0.038,22.45,2025-06-16 13:40:08,63.45,13326.564,13390.014,No
Zone-7,21.247131,81.607641,0,0.016,26.33,2025-08-12 06:31:08,22.609,1729.234,1751.843,No
Zone-1,21.260261,81.62666,0,0.016,29.16,2025-06-25 23:38:15,-156.982,15855.2,15698.218,No
Zone-10,21.246497,81.646471,0,0.125,19.8,2025-08-29 10:06:53,18.394,25112.951,25131.345,No
Zone-12,21.2384,81.656077,0,0.094,13.84,2025-06-11 08:46:10,310.94,10243.077,10554.017,No
Zone-10,21.24639,81.646624,0,0.051,26.96,2025-01-04 06:53:15,472.156,8077.987,8550.143,No
Zone-7,21.252557,81.605505,1,0.105,28.32,2025-05-28 22:05:25,124.442,7684.835,7809.277,No
Zone-7,21.25017,81.609345,0,0.091,25.63,2025-07-08 04:10:24,178.103,20105.611,20283.714,No
Zone-5,21.262043,81.611638,0,0.146,26.54,2025-04-15 13:04:49,243.247,1391.09,1634.337,No
Zone-8,21.232092,81.629593,1,0.074,12.37,2025-01-17 10:46:43,75.84,17452.59,17528.43,No
Zone-6,21.275606,81.625682,0,0.115,28.59,2025-02-08 14:03:07,1402.856,26819.516,28222.371,No
Zone-6,21.282597,81.623245,0,0.147,22.86,2025-07-31 10:47:22,909.277,1955.44,2864.717,No
Zone-3,21.273848,81.653696,0,0.064,26.04,2025-04-12 11:03:02,-262.511,26513.607,26251.096,No
Zone-2,21.248671,81.620108,0,0.121,11.62,2025-04-15 13:33:19,807.321,12806.933,13614.254,No
Zone-8,21.243567,81.637292,0,0.086,22.13,2025-02-01 01:15:05,64.679,18770.487,18835.167,No
Zone-9,21.263841,81.605221,0,0.018,20.28,2025-04-19 20:16:27,-158.622,16020.855,15862.233,No
Zone-7,21.248263,81.600435,0,0.044,25.58,2025-03-06 01:45:38,196.039,4561.906,4757.944,No
Zone-5,21.251562,81.618886,1,1.083,56.11,2025-05-02 22:11:31,5715.799,12675.686,18391.485,No
Zone-2,21.247787,81.62709,0,0.127,19.19,2025-07-27 15:20:05,222.759,29960.287,30183.046,No
Zone-12,21.248493,81.652983,0,0.027,19.34,2025-08-21 02:22:33,535.858,22630.053,23165.911,No
Zone-11,21.253736,81.610343,0,0.039,25.98,2025-11-06 14:25:24,380.264,22791.408,23171.671,No
Zone-7,21.255404,81.608654,0,0.099,23.04,2025-09-13 08:32:50,524.043,8971.6,9495.643,No
Zone-10,21.243652,81.645552,0,0.035,26.91,2025-01-22 19:33:43,-7.684,14292.671,14284.987,No
Zone-4,21.233214,81.640514,0,0.139,19.94,2025-01-12 10:56:15,450.815,8212.046,8662.861,No
Zone-11,21.259791,81.594639,0,0.089,10.41,2025-09-28 15:14:21,180.635,14055.237,14235.872,No
Zone-3,21.2763,81.647215,1,0.058,11.32,2025-04-14 03:52:26,-8.78,3015.108,3006.327,No
Zone-12,21.239473,81.659792,0,0.106,23.98,2025-05-24 06:12:23,206.799,11368.598,11575.397,No
Zone-1,21.266468,81.629897,0,0.067,15.47,2025-10-18 11:38:15,216.172,2711.178,2927.351,No
Zone-9,21.267246,81.608423,0,0.096,23.99,2025-10-25 01:25:15,597.747,15357.694,15955.441,No
Zone-5,21.2549,81.61241,1,4.003,70.9,2025-04-03 20:13:22,22991.581,3581.336,26572.917,No
Zone-1,21.260861,81.633479,0,0.037,23.0,2025-09-19 19:05:45,81.904,842.913,924.817,No
Zone-1,21.260993,81.628398,0,0.121,24.3,2025-07-19 09:22:12,229.186,6712.641,6941.828,No
Zone-3,21.273443,81.649411,0,0.127,15.17,2025-10-20 03:20:22,829.062,1534.301,2363.364,No
Zone-3,21.276952,81.645929,0,0.129,27.46,2025-03-19 09:12:54,338.115,5440.515,5778.63,No
Zone-7,21.249943,81.60333,0,0.101,25.65,2025-11-03 00:19:31,565.054,11513.993,12079.047,No
Zone-8,21.23932,81.625299,0,0.01,12.01,2025-08-20 21:26:06,-188.899,23446.764,23257.865,No
Zone-12,21.244528,81.658073,0,0.054,29.24,2025-03-27 21:14:44,38.96,8888.168,8927.128,No
Zone-5,21.258283,81.61463,0,0.111,14.5,2025-10-10 07:52:02,706.908,10729.998,11436.906,No
Zone-2,21.24334,81.618578,0,0.05,19.3,2025-09-21 10:22:48,381.357,14821.927,15203.284,No
Zone-12,21.237304,81.661519,0,0.1,26.23,2025-10-12 04:44:33,104.222,18469.781,18574.003,No
Zone-7,21.252389,81.611614,0,0.08,25.08,2025-02-10 10:18:16,182.986,3043.642,3226.628,No
Zone-2,21.242825,81.608527,0,0.055,12.11,2025-03-29 04:42:03,187.474,3706.48,3893.954,No
Zone-2,21.245182,81.609088,0,0.039,18.65,2025-04-24 20:07:42,-60.977,6158.636,6097.659,No
Zone-11,21.263126,81.598299,0,0.127,16.76,2025-09-30 07:26:05,421.357,2610.823,3032.181,No
Zone-10,21.250903,81.641906,0,0.045,29.98,2025-09-11 05:25:34,253.685,6950.368,7204.053,No
Zone-4,21.226786,81.642015,0,0.117,23.46,2025-01-15 05:39:41,589.458,2900.018,3489.477,No
Zone-11,21.261509,81.597439,0,0.025,17.94,2025-07-17 23:12:01,252.244,10451.286,10703.53,No
Zone-12,21.242825,81.655912,0,0.025,24.72,2025-07-13 05:15:14,68.23,4700.566,4768.797,No
Zone-12,21.245166,81.656228,0,0.149,12.33,2025-06-22 08:59:53,323.183,18386.183,18709.367,No
Zone-1,21.262173,81.634783,1,0.105,23.63,2025-05-19 01:20:35,-32.906,8189.141,8156.234,No
Zone-2,21.246607,81.619513,0,0.058,16.22,2025-05-16 12:20:15,808.192,16823.082,17631.274,No
Zone-9,21.276134,81.60842,0,0.137,15.96,2025-11-01 01:58:07,903.423,6892.048,7795.472,No
Zone-2,21.244129,81.621406,0,0.027,14.89,2025-10-11 13:29:52,12.384,2856.35,2868.733,No
Zone-6,21.281125,81.616042,0,0.005,23.8,2025-07-01 07:35:55,109.061,4729.092,4838.153,No
Zone-8,21.229829,81.627871,0,0.12,21.09,2025-02-08 17:22:49,285.698,12262.91,12548.609,No
Zone-1,21.267261,81.638057,0,0.038,14.6,2025-04-04 23:01:35,152.826,10839.33,10992.156,No
Zone-11,21.257375,81.597068,0,0.023,19.75,2025-04-01 15:40:03,549.546,10906.69,11456.236,No
Zone-1,21.271328,81.636848,0,0.099,10.28,2025-02-15 21:46:13,-28.054,3669.564,3641.509,No
Zone-9,21.263981,81.61304,1,1.705,27.02,2025-08-20 06:01:04,4448.144,0.0,4448.144,No
Zone-10,21.24775,81.644533,0,0.138,21.17,2025-11-05 08:14:49,202.796,932.665,1135.461,No
Zone-7,21.252403,81.602058,0,0.014,25.71,2025-03-22 04:31:48,53.231,2970.256,3023.487,No
Zone-4,21.236594,81.640114,0,0.051,14.02,2025-02-22 02:54:33,107.112,11732.13,11839.243,No
Zone-9,21.273602,81.611805,0,0.102,21.51,2025-01-06 07:27:18,152.394,10811.977,10964.37,No
Zone-8,21.236104,81.638349,1,4.034,29.05,2025-08-24 13:13:51,6250.582,0.0,6250.582,No
Zone-1,21.268333,81.626694,1,1.721,37.71,2025-03-30 21:53:31,1908.576,1001.882,2910.458,No
Zone-10,21.245925,81.64466,0,0.038,18.74,2025-01-16 23:57:31,81.151,3848.649,3929.8,No
Zone-11,21.256987,81.599546,0,0.132,27.76,2025-10-07 06:26:29,765.535,18847.957,19613.492,No
Zone-5,21.245106,81.610739,0,0.059,21.28,2025-11-06 15:27:32,94.87,9576.192,9671.062,No
Zone-2,21.240746,81.616071,1,4.415,64.74,2025-05-08 01:10:46,13869.526,0.0,13869.526,No
Zone-12,21.236724,81.653229,0,0.1,13.59,2025-02-08 10:49:55,393.107,13495.929,13889.036,No
Zone-2,21.243128,81.619685,0,0.119,22.99,2025-01-05 18:32:16,611.182,1738.237,2349.419,No
Zone-9,21.269399,81.608982,0,0.007,26.22,2025-08-02 14:18:42,466.475,11787.687,12254.163,No
Zone-7,21.246182,81.607073,0,0.133,14.43,2025-07-08 01:32:51,617.081,8331.395,8948.476,No
Zone-12,21.240722,81.665574,0,0.138,24.14,2025-05-02 01:24:23,349.997,12311.604,12661.6,No
Zone-10,21.242662,81.650353,0,0.033,20.98,2025-03-19 06:25:26,327.676,14439.797,14767.473,No
Zone-2,21.24337,81.610354,0,0.046,21.08,2025-06-19 08:59:12,34.299,2837.986,2872.285,No
Zone-3,21.270483,81.647465,0,0.116,16.25,2025-06-18 13:50:48,154.724,2561.303,2716.027,No
Zone-4,21.223127,81.645609,0,0.076,27.69,2025-07-29 10:44:59,-36.591,3695.708,3659.117,No
Zone-7,21.250046,81.608078,0,0.097,28.33,2025-10-18 15:21:12,285.82,26818.211,27104.031,No
Zone-3,21.278819,81.654021,0,0.022,18.21,2025-07-24 13:35:39,52.95,847.412,900.362,No
Zone-1,21.262542,81.636245,0,0.116,17.85,2025-10-26 08:42:18,409.56,3797.628,4207.188,No
Zone-3,21.266314,81.652354,0,0.03,18.27,2025-03-21 07:28:06,97.622,1509.28,1606.902,No
Zone-6,21.280427,81.623994,0,0.014,21.78,2025-01-22 03:21:03,22.992,2911.811,2934.803,No
Zone-7,21.250367,81.607078,0,0.088,14.81,2025-08-10 12:25:31,-12.787,11423.056,11410.27,No
Zone-9,21.265121,81.601986,0,0.052,14.71,2025-04-11 01:52:35,-172.092,17381.318,17209.225,No
Zone-6,21.282395,81.616319,1,2.237,28.13,2025-08-03 08:14:35,15425.771,6116.434,21542.205,No
Zone-5,21.257692,81.607942,0,0.052,23.42,2025-09-15 07:43:34,138.442,7406.446,7544.888,No
Zone-11,21.264744,81.599155,0,0.128,26.72,2025-09-07 06:51:22,507.593,14777.059,15284.651,No
Zone-4,21.234029,81.634512,0,0.139,21.85,2025-05-17 01:22:43,396.09,9333.763,9729.853,No
Zone-2,21.240009,81.620675,1,0.035,10.84,2025-06-22 02:16:40,247.125,3472.742,3719.867,No
Zone-12,21.239082,81.660782,0,0.008,29.84,2025-08-23 14:00:19,58.87,4065.369,4124.238,No
Zone-10,21.250673,81.650258,1,2.237,70.19,2025-09-13 06:38:53,13438.572,7284.569,20723.141,No
Zone-11,21.261551,81.603282,1,0.104,20.75,2025-05-09 21:22:42,252.92,10440.44,10693.36,No
Zone-1,21.265096,81.63085,0,0.071,15.38,2025-03-31 21:28:50,84.992,14894.068,14979.06,No
Zone-6,21.283231,81.618763,0,0.028,23.08,2025-03-19 18:35:27,97.01,4177.63,4274.64,No
Zone-9,21.267145,81.611189,0,0.11,24.46,2025-08-12 19:59:35,925.099,14887.866,15812.965,No
Zone-6,21.280003,81.612537,0,0.142,14.64,2025-10-28 02:53:52,868.923,16763.68,17632.603,No
Zone-12,21.235701,81.651498,0,0.134,28.22,2025-08-06 19:02:19,77.75,591.402,669.151,No
Zone-8,21.242717,81.629589,0,0.105,24.92,2025-10-01 14:27:33,95.06,983.541,1078.6,No
Zone-10,21.245048,81.644657,0,0.118,21.87,2025-01-23 10:49:35,853.313,6345.031,7198.344,No
Zone-4,21.232331,81.634671,0,0.003,29.71,2025-07-14 08:47:14,34.489,1965.389,1999.878,No
Zone-11,21.258693,81.598092,0,0.675,39.12,2025-05-31 13:00:47,1721.387,4113.401,5834.788,No
