zone_id,latitude,longitude,timestamp,flowrate_lps,pressure_psi,water_supplied_litres,water_consumed_litres,usage_difference,leak,Predicted_Leak
Amanaka Zone,21.2575,81.6139,2024-01-16 00:40:00,109.78,32.95,65869.37,56247.56,9621.81,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 00:50:00,112.58,39.98,67548.21,65044.86,2503.35,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 01:00:00,125.19,42.9,75116.48,71325.91,3790.57,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 01:10:00,118.11,28.92,70863.33,63748.44,7114.89,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 01:20:00,96.86,25.02,58114.39,57044.31,1070.08,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 01:30:00,80.91,54.41,48543.07,47886.98,656.09,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 01:40:00,140.01,36.55,84003.2,77774.67,6228.54,0,1
Mowa Zone,21.2542,81.6209,2024-01-16 01:50:00,209.88,34.41,125927.54,120444.24,5483.31,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 02:00:00,75.46,27.46,45273.81,38623.61,6650.2,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 02:10:00,223.82,30.94,134293.0,115247.9,19045.1,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 02:20:00,58.11,46.32,34865.19,31768.2,3096.99,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 02:30:00,211.53,52.82,126920.39,121320.6,5599.79,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 02:40:00,240.4,45.47,144238.1,128550.65,15687.45,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 02:50:00,124.84,38.4,74902.44,69515.14,5387.3,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 03:00:00,207.67,27.18,124602.4,119700.46,4901.94,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 03:10:00,106.58,57.1,63949.35,54711.8,9237.56,1,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 03:20:00,85.09,42.93,51055.31,45302.94,5752.37,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 03:30:00,107.8,28.53,64679.84,63392.84,1287.0,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 03:40:00,177.59,56.31,106552.0,97261.62,9290.39,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 03:50:00,149.73,58.25,89838.08,87323.72,2514.36,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 04:00:00,208.77,34.44,125259.15,117783.67,7475.48,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 04:10:00,71.53,42.74,42915.9,41941.31,974.58,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 04:20:00,88.63,42.89,53177.3,46459.34,6717.96,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 04:30:00,57.93,51.07,34755.9,33784.45,971.45,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 04:40:00,194.31,44.16,116583.94,113457.91,3126.03,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 04:50:00,195.87,39.69,117524.99,111102.97,6422.02,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 05:00:00,79.57,37.81,47740.38,43522.92,4217.46,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 05:10:00,247.45,27.18,148470.07,145724.91,2745.16,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 05:20:00,131.46,25.21,78877.14,74603.48,4273.66,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 05:30:00,99.25,40.32,59547.4,56896.22,2651.17,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 05:40:00,249.61,38.35,149767.59,139148.05,10619.54,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 05:50:00,137.55,59.54,82529.99,73793.18,8736.81,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 06:00:00,180.69,37.39,108411.29,105497.95,2913.33,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 06:10:00,80.14,55.32,48081.74,47192.57,889.17,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 06:20:00,180.86,26.55,108518.5,96614.39,11904.11,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 06:30:00,167.21,41.31,100325.35,97523.84,2801.51,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 06:40:00,114.62,28.59,68772.88,58918.19,9854.69,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-16 06:50:00,229.94,53.12,137962.45,132783.89,5178.56,0,1
Mowa Zone,21.2542,81.6209,2024-01-16 07:00:00,185.68,44.06,111406.38,104390.89,7015.49,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 07:10:00,133.07,57.39,79842.15,75958.19,3883.96,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 07:20:00,195.59,55.66,117353.5,100103.17,17250.33,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 07:30:00,192.22,45.55,115332.63,108039.53,7293.09,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 07:40:00,241.58,40.41,144946.69,123244.76,21701.94,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 07:50:00,79.94,46.2,47966.84,47147.72,819.12,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 08:00:00,81.48,53.09,48890.0,45553.95,3336.05,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 08:10:00,100.6,56.57,60360.45,58580.11,1780.33,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 08:20:00,190.98,31.73,114585.65,111652.64,2933.01,1,1
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 08:30:00,129.05,58.71,77429.49,69285.81,8143.68,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 08:40:00,170.79,50.48,102471.71,92552.68,9919.03,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 08:50:00,232.37,55.98,139421.61,131798.93,7622.68,1,1
Mowa Zone,21.2542,81.6209,2024-01-16 09:00:00,62.22,30.11,37332.22,34004.64,3327.58,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 09:10:00,71.6,34.04,42958.76,40484.86,2473.9,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 09:20:00,161.64,50.91,96984.76,84182.86,12801.9,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 09:30:00,147.87,31.59,88722.16,76705.48,12016.69,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 09:40:00,144.93,46.54,86959.91,84454.0,2505.91,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 09:50:00,239.78,28.79,143868.52,127039.72,16828.8,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 10:00:00,59.77,34.39,35861.88,33042.95,2818.93,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 10:10:00,113.18,56.29,67908.93,59361.58,8547.36,0,1
Amanaka Zone,21.2575,81.6139,2024-01-16 10:20:00,118.06,39.08,70835.6,65771.39,5064.21,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 10:30:00,72.1,31.64,43259.26,38563.9,4695.35,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 10:40:00,201.95,48.79,121170.67,117458.32,3712.35,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 10:50:00,204.62,33.02,122773.2,109510.25,13262.95,0,1
Pandri Zone,21.2514,81.6296,2024-01-16 11:00:00,200.07,54.39,120042.81,111909.16,8133.65,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 11:10:00,71.2,47.7,42718.9,37782.03,4936.87,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 11:20:00,101.58,52.49,60947.11,58048.41,2898.7,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 11:30:00,195.14,42.05,117085.73,115001.68,2084.04,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 11:40:00,109.8,56.23,65881.23,58589.19,7292.04,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 11:50:00,213.14,46.18,127885.96,108741.1,19144.87,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 12:00:00,156.98,52.37,94186.45,83239.8,10946.65,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 12:10:00,152.57,40.63,91542.36,79218.87,12323.49,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 12:20:00,172.66,45.99,103596.48,100758.55,2837.93,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 12:30:00,153.6,37.09,92157.55,89490.28,2667.27,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 12:40:00,165.85,25.53,99512.74,87584.85,11927.89,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 12:50:00,204.62,51.88,122772.3,116596.83,6175.47,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 13:00:00,77.36,50.35,46417.35,42206.11,4211.23,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 13:10:00,165.6,47.19,99358.59,92145.62,7212.97,0,1
Tatibandh Zone,21.2751,81.5904,2024-01-16 13:20:00,76.18,48.01,45707.57,42846.99,2860.58,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 13:30:00,50.13,49.4,30080.59,28031.65,2048.94,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 13:40:00,163.84,30.82,98302.16,84392.27,13909.89,1,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 13:50:00,65.75,55.31,39448.63,34049.9,5398.74,0,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 14:00:00,52.81,48.7,31684.71,28228.31,3456.4,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 14:10:00,140.68,55.42,84409.94,82056.99,2352.95,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 14:20:00,118.78,49.46,71265.7,65909.61,5356.09,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 14:30:00,245.14,39.13,147084.41,141809.03,5275.39,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 14:40:00,240.84,56.99,144501.87,135727.05,8774.82,0,1
Telibandha Zone,21.2418,81.6695,2024-01-16 14:50:00,236.43,45.72,141859.68,131529.18,10330.51,1,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 15:00:00,157.9,33.81,94738.3,89799.8,4938.49,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 15:10:00,232.37,52.12,139421.28,134490.77,4930.51,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 15:20:00,201.91,57.31,121143.8,103822.9,17320.91,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 15:30:00,114.43,30.24,68656.6,67470.3,1186.31,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 15:40:00,244.48,57.85,146687.56,133075.03,13612.53,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 15:50:00,135.73,31.64,81440.76,72532.36,8908.4,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 16:00:00,164.47,29.65,98684.15,86810.76,11873.4,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 16:10:00,130.13,39.61,78075.66,71222.97,6852.68,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 16:20:00,201.57,25.98,120944.35,105384.67,15559.68,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 16:30:00,167.78,40.59,100666.08,94905.45,5760.63,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 16:40:00,222.96,44.28,133773.72,120544.72,13229.0,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 16:50:00,64.45,55.27,38669.85,33920.94,4748.91,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 17:00:00,186.02,25.63,111614.82,110338.59,1276.23,1,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 17:10:00,235.4,27.66,141241.53,130518.64,10722.89,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 17:20:00,59.8,48.58,35878.01,32370.19,3507.82,1,1
Mowa Zone,21.2542,81.6209,2024-01-16 17:30:00,225.2,32.02,135119.75,125486.04,9633.71,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 17:40:00,59.57,26.04,35743.72,34624.82,1118.9,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-16 17:50:00,203.34,33.7,122005.02,110604.03,11400.98,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 18:00:00,227.73,28.77,136636.27,129055.46,7580.81,1,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 18:10:00,247.73,33.71,148640.94,129561.79,19079.14,0,0
Pandri Zone,21.2514,81.6296,2024-01-16 18:20:00,171.32,54.51,102794.45,87394.63,15399.82,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 18:30:00,147.38,31.88,88430.63,75464.33,12966.29,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 18:40:00,175.99,27.23,105593.06,93079.21,12513.85,1,1
Tatibandh Zone,21.2751,81.5904,2024-01-16 18:50:00,157.41,36.43,94443.68,84482.81,9960.86,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 19:00:00,96.99,39.93,58196.91,49622.36,8574.55,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 19:10:00,138.62,55.13,83169.65,76143.98,7025.66,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 19:20:00,97.58,35.8,58546.28,52517.34,6028.94,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 19:30:00,95.21,45.02,57125.46,50681.78,6443.68,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 19:40:00,242.43,55.92,145459.75,132030.4,13429.35,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 19:50:00,194.04,53.22,116426.65,108335.18,8091.47,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 20:00:00,220.96,30.59,132576.92,117277.53,15299.38,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 20:10:00,135.36,44.54,81216.59,70499.22,10717.37,1,1
Mowa Zone,21.2542,81.6209,2024-01-16 20:20:00,191.02,38.26,114612.74,97715.94,16896.79,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 20:30:00,83.39,36.7,50031.94,47982.17,2049.77,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 20:40:00,188.92,55.23,113352.33,105530.42,7821.9,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 20:50:00,220.63,52.8,132380.38,129454.02,2926.36,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 21:00:00,175.73,41.29,105436.97,92211.53,13225.43,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 21:10:00,225.45,54.04,135270.65,122140.48,13130.17,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 21:20:00,227.11,57.01,136266.13,133016.04,3250.09,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 21:30:00,136.8,31.62,82077.3,70709.51,11367.79,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 21:40:00,77.31,33.93,46383.36,42011.76,4371.61,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 21:50:00,127.42,43.2,76454.12,75096.05,1358.07,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-16 22:00:00,142.36,25.04,85418.76,78793.93,6624.83,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 22:10:00,119.43,56.24,71659.91,64610.32,7049.59,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-16 22:20:00,94.59,55.71,56756.52,56013.1,743.42,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 22:30:00,97.97,26.6,58784.27,53768.19,5016.08,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 22:40:00,160.78,45.76,96470.81,95233.3,1237.51,0,0
Telibandha Zone,21.2418,81.6695,2024-01-16 22:50:00,237.12,50.22,142272.47,121905.68,20366.79,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 23:00:00,142.81,34.67,85684.04,77703.22,7980.81,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-16 23:10:00,130.4,27.78,78239.86,69858.46,8381.4,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-16 23:20:00,96.3,45.91,57779.4,57004.76,774.64,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 23:30:00,192.21,59.28,115324.77,106301.05,9023.72,0,0
Amanaka Zone,21.2575,81.6139,2024-01-16 23:40:00,72.76,37.26,43654.42,39911.52,3742.9,0,0
Mowa Zone,21.2542,81.6209,2024-01-16 23:50:00,164.48,44.59,98690.43,91181.29,7509.14,0,0
Telibandha Zone,21.2418,81.6695,2024-01-17 00:00:00,236.25,36.57,141750.35,139469.26,2281.09,1,1
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 00:10:00,238.96,55.27,143374.6,124196.36,19178.24,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 00:20:00,206.72,35.44,124032.99,115608.08,8424.91,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 00:30:00,106.81,42.41,64083.57,57953.68,6129.89,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 00:40:00,154.24,57.1,92545.37,82350.76,10194.6,0,0
Amanaka Zone,21.2575,81.6139,2024-01-17 00:50:00,143.98,27.05,86389.13,83074.74,3314.38,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 01:00:00,126.12,55.6,75671.08,74652.98,1018.09,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 01:10:00,51.33,55.74,30799.52,28155.67,2643.85,0,0
Telibandha Zone,21.2418,81.6695,2024-01-17 01:20:00,125.62,25.25,75370.91,70556.68,4814.23,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 01:30:00,132.79,57.59,79672.51,69056.41,10616.1,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 01:40:00,200.11,30.63,120064.85,103426.18,16638.67,0,0
Telibandha Zone,21.2418,81.6695,2024-01-17 01:50:00,93.53,29.32,56118.48,49736.37,6382.11,0,0
Amanaka Zone,21.2575,81.6139,2024-01-17 02:00:00,98.64,55.77,59181.07,54550.58,4630.49,1,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 02:10:00,91.26,45.84,54755.29,47065.1,7690.19,1,1
Tatibandh Zone,21.2751,81.5904,2024-01-17 02:20:00,223.53,34.23,134119.13,131787.05,2332.08,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 02:30:00,116.83,46.02,70100.23,66015.89,4084.34,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 02:40:00,80.96,45.8,48577.3,45169.56,3407.74,0,0
Amanaka Zone,21.2575,81.6139,2024-01-17 02:50:00,141.76,27.9,85053.52,73930.67,11122.85,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 03:00:00,194.87,43.24,116921.42,109755.19,7166.23,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 03:10:00,81.37,38.99,48821.27,41870.54,6950.73,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 03:20:00,150.11,56.74,90067.94,84471.7,5596.24,0,0
Amanaka Zone,21.2575,81.6139,2024-01-17 03:30:00,142.73,34.29,85638.24,74749.5,10888.74,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 03:40:00,218.22,43.61,130929.59,125863.52,5066.07,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 03:50:00,197.31,55.59,118383.17,102152.12,16231.05,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 04:00:00,154.74,54.4,92842.1,80684.17,12157.93,0,0
Amanaka Zone,21.2575,81.6139,2024-01-17 04:10:00,241.33,34.91,144798.39,123079.81,21718.58,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 04:20:00,241.43,28.27,144860.6,139591.92,5268.68,0,0
Mowa Zone,21.2542,81.6209,2024-01-17 04:30:00,232.03,45.3,139217.18,124088.1,15129.07,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 04:40:00,116.43,49.56,69855.79,65921.95,3933.85,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 04:50:00,153.0,50.65,91798.88,84929.86,6869.02,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 05:00:00,178.92,56.27,107350.11,100835.98,6514.13,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 05:10:00,244.12,59.26,146471.57,127486.9,18984.67,1,1
Gudhiyari Zone,21.2473,81.6102,2024-01-17 05:20:00,82.74,33.45,49644.89,44613.58,5031.31,0,1
Telibandha Zone,21.2418,81.6695,2024-01-17 05:30:00,236.18,37.75,141710.1,137147.08,4563.01,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 05:40:00,87.41,49.84,52448.04,50375.66,2072.38,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 05:50:00,154.18,50.51,92506.64,86251.29,6255.35,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 06:00:00,172.89,34.54,103732.21,100362.22,3369.99,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 06:10:00,126.24,26.27,75741.77,64951.09,10790.68,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 06:20:00,81.82,29.86,49093.49,43495.99,5597.5,0,1
Telibandha Zone,21.2418,81.6695,2024-01-17 06:30:00,90.65,32.67,54390.63,49404.01,4986.61,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 06:40:00,200.29,33.69,120173.58,115855.84,4317.74,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 06:50:00,91.12,33.63,54670.11,52272.1,2398.01,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 07:00:00,143.95,29.88,86371.7,84724.42,1647.28,1,1
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 07:10:00,115.81,49.78,69487.95,67403.71,2084.24,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 07:20:00,234.76,44.76,140858.09,125177.79,15680.3,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 07:30:00,175.58,55.03,105345.45,100974.07,4371.38,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 07:40:00,85.87,44.37,51521.54,50128.23,1393.32,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 07:50:00,67.65,38.56,40592.84,37731.24,2861.59,0,0
Telibandha Zone,21.2418,81.6695,2024-01-17 08:00:00,162.77,38.69,97664.86,93382.29,4282.57,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 08:10:00,197.19,51.26,118312.26,106708.59,11603.67,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 08:20:00,132.32,59.0,79393.47,73080.49,6312.98,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 08:30:00,57.57,41.4,34544.19,32313.81,2230.38,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 08:40:00,113.5,44.02,68101.09,60350.52,7750.57,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 08:50:00,142.94,28.1,85765.59,81011.92,4753.66,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-17 09:00:00,249.77,43.68,149861.44,147988.06,1873.38,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 09:10:00,149.33,41.94,89600.6,81334.72,8265.88,1,1
Pandri Zone,21.2514,81.6296,2024-01-17 09:20:00,121.43,38.65,72859.55,70995.51,1864.04,0,1
Telibandha Zone,21.2418,81.6695,2024-01-17 09:30:00,204.12,28.39,122474.53,113511.28,8963.25,0,1
Gudhiyari Zone,21.2473,81.6102,2024-01-17 09:40:00,62.88,48.46,37725.15,35668.9,2056.26,0,1
Amanaka Zone,21.2575,81.6139,2024-01-17 09:50:00,68.71,50.16,41227.16,40356.14,871.02,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 10:00:00,97.15,50.73,58289.19,49871.91,8417.28,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 10:10:00,212.42,27.57,127449.51,116688.91,10760.6,0,1
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 10:20:00,189.6,36.69,113761.69,110746.37,3015.32,0,1
Telibandha Zone,21.2418,81.6695,2024-01-17 10:30:00,59.78,50.06,35869.16,32712.52,3156.64,0,0
Mowa Zone,21.2542,81.6209,2024-01-17 10:40:00,235.02,39.98,141014.13,135466.21,5547.92,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 10:50:00,207.09,27.62,124254.25,110693.7,13560.56,0,0
Telibandha Zone,21.2418,81.6695,2024-01-17 11:00:00,241.37,54.22,144823.15,123662.14,21161.02,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 11:10:00,67.28,58.61,40367.44,38971.9,1395.54,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 11:20:00,69.38,46.95,41627.21,40396.23,1230.98,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 11:30:00,226.68,36.83,136008.53,119814.24,16194.29,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 11:40:00,157.53,53.04,94520.05,85262.93,9257.11,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 11:50:00,125.91,39.13,75543.26,66263.37,9279.89,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 12:00:00,156.04,44.12,93625.78,81375.44,12250.34,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 12:10:00,62.66,49.15,37596.33,32808.28,4788.04,0,1
Telibandha Zone,21.2418,81.6695,2024-01-17 12:20:00,182.96,54.62,109778.2,100000.24,9777.96,0,0
Telibandha Zone,21.2418,81.6695,2024-01-17 12:30:00,99.82,29.3,59892.18,51478.94,8413.24,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 12:40:00,90.75,48.62,54447.98,49388.95,5059.03,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 12:50:00,146.64,39.08,87984.86,80238.3,7746.56,0,0
Tatibandh Zone,21.2751,81.5904,2024-01-17 13:00:00,142.58,40.95,85548.75,72732.11,12816.64,0,0
Mowa Zone,21.2542,81.6209,2024-01-17 13:10:00,148.15,25.07,88891.93,84003.39,4888.55,0,0
Mahadev Ghat Zone,21.2627,81.6891,2024-01-17 13:20:00,72.75,33.45,43649.69,38771.94,4877.75,0,0
Mowa Zone,21.2542,81.6209,2024-01-17 13:30:00,168.05,38.86,100828.73,93403.85,7424.88,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 13:40:00,132.74,48.29,79643.01,70422.21,9220.8,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 13:50:00,235.58,57.03,141346.59,128814.65,12531.94,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 14:00:00,144.63,57.36,86778.89,75143.19,11635.7,0,0
Gudhiyari Zone,21.2473,81.6102,2024-01-17 14:10:00,216.82,33.33,130092.4,115309.16,14783.25,0,0
Shankar Nagar Zone,21.2411,81.6612,2024-01-17 14:20:00,84.65,35.42,50792.32,49739.27,1053.06,0,0
Devendra Nagar Zone,21.2519,81.6468,2024-01-17 14:30:00,234.07,41.18,140440.31,119934.69,20505.62,0,0
Pandri Zone,21.2514,81.6296,2024-01-17 14:40:00,143.31,57.98,85988.95,76483.77,9505.18,0,0
Amanaka Zone,21.2575,81.6139,2024-01-17 14:50:00,117.18,54.64,70306.91,60525.3,9781.61,0,0
